SOURCE,PATH,PURPOSE,CURRENT_CANONICAL_EQUIVALENT,UNIQUE_VALUE,RUNTIME_RELEVANCE,PROVENANCE_RELEVANCE,DECISION,EVIDENCE,SHA256
LEGACY_REVIEW,20260814-221919\E3-SOURCE-TRACE-PACKAGE\CANONICAL__canonical__intelligence__eos-gldos-architecture-alignment.json.txt,Intelligence/governance capability,E3-SOURCE-TRACE-PACKAGE\CANONICAL__canonical__intelligence__eos-gldos-architecture-alignment.json.txt,NONE,NONE,NORMAL,PROVEN_DUPLICATE,Exact SHA-256 duplicate already retained in canonical/estate.,727ea0bdbab437180b53b13c93e051f755f3e477b8a0ba9fcad4df70c4f486a1
LEGACY_REVIEW,20260814-221919\E3-SOURCE-TRACE-PACKAGE\CANONICAL__canonical__intelligence__eos-real-execution-path-map.json.txt,Intelligence/governance capability,E3-SOURCE-TRACE-PACKAGE\CANONICAL__canonical__intelligence__eos-real-execution-path-map.json.txt,NONE,NONE,NORMAL,PROVEN_DUPLICATE,Exact SHA-256 duplicate already retained in canonical/estate.,32613b2b70f0dcfde586872add0e5de595a0bbaff13bbb298436321231239b1d
LEGACY_REVIEW,20260814-221919\E3-SOURCE-TRACE-PACKAGE\CANONICAL__canonical__inventory__inventory-master-v1.json.txt,Documentation/configuration/reference,E3-SOURCE-TRACE-PACKAGE\CANONICAL__canonical__inventory__inventory-master-v1.json.txt,NONE,NONE,NORMAL,PROVEN_DUPLICATE,Exact SHA-256 duplicate already retained in canonical/estate.,32de806725b6e6266a1224cea3928163ab867ba1e2ba9d1ea3ce97de440b7597
LEGACY_REVIEW,20260814-221919\E3-SOURCE-TRACE-PACKAGE\CANONICAL__canonical__KNOWLEDGE-BASE__MASTER-SOURCE__MASTER-TRUTH-v1.json.txt,Documentation/configuration/reference,E3-SOURCE-TRACE-PACKAGE\CANONICAL__canonical__KNOWLEDGE-BASE__MASTER-SOURCE__MASTER-TRUTH-v1.json.txt|.ai-os\reports\kaggle-canon-01\canonical\RAIOS-CANONICAL-ESTATE\sources\collection-for-understand\E3-SOURCE-TRACE-PACKAGE\CANONICAL__canonical__KNOWLEDGE-BASE__MASTER-SOURCE__MASTER-TRUTH-v1.json.txt,NONE,NONE,NORMAL,PROVEN_DUPLICATE,Exact SHA-256 duplicate already retained in canonical/estate.,72a1318202d6337bb1621bb9af7539c6dd1061ea6e9cd8aa7882abf4caa0837d
LEGACY_REVIEW,20260814-221919\E3-SOURCE-TRACE-PACKAGE\CANONICAL__canonical__logistics__shipments.json.txt,Documentation/configuration/reference,E3-SOURCE-TRACE-PACKAGE\CANONICAL__canonical__logistics__shipments.json.txt,NONE,NONE,NORMAL,PROVEN_DUPLICATE,Exact SHA-256 duplicate already retained in canonical/estate.,dd6512cd8547d3dea376b20afb248286c3b1b1d4207563cd76e70efff0543832
LEGACY_REVIEW,20260814-221919\E3-SOURCE-TRACE-PACKAGE\CANONICAL__canonical__prisma__schema.prisma.txt,Documentation/configuration/reference,E3-SOURCE-TRACE-PACKAGE\CANONICAL__canonical__prisma__schema.prisma.txt,NONE,NONE,NORMAL,PROVEN_DUPLICATE,Exact SHA-256 duplicate already retained in canonical/estate.,b9cb79cd83b371b1e7ee971d4fee7d9b9ec8a0f75793f98f4b89364818d46023
LEGACY_REVIEW,20260814-221919\E3-SOURCE-TRACE-PACKAGE\CANONICAL__canonical__system_manifest.json.txt,"Evidence, inventory, or historical decision context",E3-SOURCE-TRACE-PACKAGE\CANONICAL__canonical__system_manifest.json.txt,NONE,NONE,NORMAL,PROVEN_DUPLICATE,Exact SHA-256 duplicate already retained in canonical/estate.,092737a05597b5201ed36c1a2c455db2289718816668700b8bacf36da29a31ed
LEGACY_REVIEW,20260814-221919\E3-SOURCE-TRACE-PACKAGE\CONSUMERS__customer.txt,Documentation/configuration/reference,E3-SOURCE-TRACE-PACKAGE\CONSUMERS__customer.txt,NONE,NONE,NORMAL,PROVEN_DUPLICATE,Exact SHA-256 duplicate already retained in canonical/estate.,6287380cf0e84e9d323dd38c254b5084bd54f3fa7c43e7f84e5c3b9c18d57168
LEGACY_REVIEW,20260814-221919\E3-SOURCE-TRACE-PACKAGE\CONSUMERS__inventory.txt,Documentation/configuration/reference,E3-SOURCE-TRACE-PACKAGE\CONSUMERS__inventory.txt,NONE,NONE,NORMAL,PROVEN_DUPLICATE,Exact SHA-256 duplicate already retained in canonical/estate.,832626ec2bb52276c566907c079f49792104ffa5282bb69a0714d391042a981c
LEGACY_REVIEW,20260814-221919\E3-SOURCE-TRACE-PACKAGE\CONSUMERS__logistics.txt,Documentation/configuration/reference,E3-SOURCE-TRACE-PACKAGE\CONSUMERS__logistics.txt,NONE,NONE,NORMAL,PROVEN_DUPLICATE,Exact SHA-256 duplicate already retained in canonical/estate.,0318bce43015b079ec6f18c46f9aff28413c8a3d97321d4779e174329ae723e5
LEGACY_REVIEW,20260814-221919\E3-SOURCE-TRACE-PACKAGE\CONSUMERS__product.txt,Documentation/configuration/reference,E3-SOURCE-TRACE-PACKAGE\CONSUMERS__product.txt,NONE,NONE,NORMAL,PROVEN_DUPLICATE,Exact SHA-256 duplicate already retained in canonical/estate.,3c81d08df3f3b2305a0ebad1c88255c439831e127517a38e46079d644132c74f
LEGACY_REVIEW,20260814-221919\E3-SOURCE-TRACE-PACKAGE\CONSUMERS__supplier.txt,Documentation/configuration/reference,E3-SOURCE-TRACE-PACKAGE\CONSUMERS__supplier.txt,NONE,NONE,NORMAL,PROVEN_DUPLICATE,Exact SHA-256 duplicate already retained in canonical/estate.,e3e3f6c48c16caf22a90484395b5bfa74a8326467f99c91bf667f3a4ebd3e56b
LEGACY_REVIEW,20260814-221919\E3-SOURCE-TRACE-PACKAGE\DATABASE-CONSUMERS.txt,Documentation/configuration/reference,E3-SOURCE-TRACE-PACKAGE\DATABASE-CONSUMERS.txt,NONE,NONE,NORMAL,PROVEN_DUPLICATE,Exact SHA-256 duplicate already retained in canonical/estate.,3d54225c72e865befa1511a8801df332f8f6a4faa4f73bb92cfde49aa9fe40b6
LEGACY_REVIEW,20260814-221919\E3-SOURCE-TRACE-PACKAGE\GIT-BRANCH.txt,Documentation/configuration/reference,E3-SOURCE-TRACE-PACKAGE\GIT-BRANCH.txt,NONE,NONE,NORMAL,PROVEN_DUPLICATE,Exact SHA-256 duplicate already retained in canonical/estate.,d50027f115cd72bf662599d6a964f5b558278d6a879dbe433447ddcd7dfd8c2a
LEGACY_REVIEW,20260814-221919\E3-SOURCE-TRACE-PACKAGE\GIT-HEAD.txt,Documentation/configuration/reference,E3-SOURCE-TRACE-PACKAGE\GIT-HEAD.txt,NONE,NONE,NORMAL,PROVEN_DUPLICATE,Exact SHA-256 duplicate already retained in canonical/estate.,b99e46aaabf4063c73fab7972a5c96238de989fed5510f65f749ddbc8ff61790
LEGACY_REVIEW,20260814-221919\E3-SOURCE-TRACE-PACKAGE\GIT-ROOT.txt,Documentation/configuration/reference,E3-SOURCE-TRACE-PACKAGE\GIT-ROOT.txt,NONE,NONE,NORMAL,PROVEN_DUPLICATE,Exact SHA-256 duplicate already retained in canonical/estate.,01727ba57599c01b5d851815472d2386edca190f4f82b1de591d732c5726ece3
LEGACY_REVIEW,20260814-221919\E3-SOURCE-TRACE-PACKAGE\GIT-STATUS.txt,"Evidence, inventory, or historical decision context",E3-SOURCE-TRACE-PACKAGE\GIT-STATUS.txt,NONE,NONE,NORMAL,PROVEN_DUPLICATE,Exact SHA-256 duplicate already retained in canonical/estate.,26fead7e97158e2d755ff0b21548035edfa7f750dd014618f987c7d6506041b2
LEGACY_REVIEW,20260814-221919\E3-SOURCE-TRACE-PACKAGE\GIT-TRACKED.txt,Documentation/configuration/reference,E3-SOURCE-TRACE-PACKAGE\GIT-TRACKED.txt,NONE,NONE,NORMAL,PROVEN_DUPLICATE,Exact SHA-256 duplicate already retained in canonical/estate.,24ba47d5401d1f6a86d3bf72eb7e15e09261ef44480cbe98cc389118b90dbdcf
LEGACY_REVIEW,20260814-221919\E3-SOURCE-TRACE-PACKAGE\PACKAGE-SUMMARY.json,Structured state/data/report material,E3-SOURCE-TRACE-PACKAGE\PACKAGE-SUMMARY.json,NONE,NONE,NORMAL,PROVEN_DUPLICATE,Exact SHA-256 duplicate already retained in canonical/estate.,0aa2c5eaf53c7f739afade01d804939859eb672a6d4b104bd56daa6e9f7173b0
LEGACY_REVIEW,20260814-221919\E3-SOURCE-TRACE-PACKAGE\REAL-SOURCE-FILES.txt,"Evidence, inventory, or historical decision context",E3-SOURCE-TRACE-PACKAGE\REAL-SOURCE-FILES.txt,NONE,NONE,NORMAL,PROVEN_DUPLICATE,Exact SHA-256 duplicate already retained in canonical/estate.,e01155fa2a4a3f7ad9aecbcaf991f888125cb6e1b524e9deb4220195b8cfc591
LEGACY_REVIEW,20260814-221919\E3-SOURCE-TRACE-PACKAGE\WORKFLOW-EXECUTION-TRACE.txt,Documentation/configuration/reference,E3-SOURCE-TRACE-PACKAGE\WORKFLOW-EXECUTION-TRACE.txt,NONE,NONE,NORMAL,PROVEN_DUPLICATE,Exact SHA-256 duplicate already retained in canonical/estate.,144ba2eb57c3115b4302d3c96ff0ff4024847169cefbb7a3731ee46afc36661e
LEGACY_REVIEW,20260814-221919\governance\Audit-Packaging.ps1,Historical installation/migration procedure,governance\Audit-Packaging.ps1,NONE,NONE,NORMAL,PROVEN_DUPLICATE,Exact SHA-256 duplicate already retained in canonical/estate.,5bae8a1635ac78b07c81cad58d33e818088297543c2eaec2ff5d7eddd326063a
LEGACY_REVIEW,20260814-221919\governance\eos-canonical-truth-registry-v1.json,Structured state/data/report material,governance\eos-canonical-truth-registry-v1.json,NONE,NONE,NORMAL,PROVEN_DUPLICATE,Exact SHA-256 duplicate already retained in canonical/estate.,240cfeb297b7ad06ae3971108d94e652350a64494858b45be3130208146333c5
LEGACY_REVIEW,20260814-221919\governance\eos-canonical-truth-registry-v2.json,Structured state/data/report material,governance\eos-canonical-truth-registry-v2.json,NONE,NONE,NORMAL,PROVEN_DUPLICATE,Exact SHA-256 duplicate already retained in canonical/estate.,3ecbbe882183a578169ad01d0986bad3d1973865795c9c1db53702b0d47b55fc
LEGACY_REVIEW,20260814-221919\governance\eos-canonical-truth-registry-v3.json,Structured state/data/report material,governance\eos-canonical-truth-registry-v3.json,NONE,NONE,NORMAL,PROVEN_DUPLICATE,Exact SHA-256 duplicate already retained in canonical/estate.,064aaf03110fce9522ac06ab1111f987dd7398b64e2f284c96deecec9f35a1cb
LEGACY_REVIEW,20260814-221919\greenlines_brain\contract.py,Cognitive/brain capability,greenlines_brain/contract.py,NONE,ACTIVE_EQUIVALENT,NORMAL,MERGED,AST proof: donor-only symbols=0; canonical adds DecisionStatus/find_evidence where applicable.,688dd8c0db8b00388ec6eb006cd4753fc51e1179e919cd7f2a78a38ba286a5c6
LEGACY_REVIEW,20260814-221919\greenlines_brain\graph.py,Cognitive/brain capability,greenlines_brain\graph.py,NONE,NONE,NORMAL,PROVEN_DUPLICATE,Exact SHA-256 duplicate already retained in canonical/estate.,78356570650fa7f8de143b7fa4bc28dfdd28880b7a9c7569ee095d17cf009a71
LEGACY_REVIEW,20260814-221919\greenlines_brain\identity.py,Cognitive/brain capability,greenlines_brain\identity.py,NONE,NONE,NORMAL,PROVEN_DUPLICATE,Exact SHA-256 duplicate already retained in canonical/estate.,9ee4520abaeea7dad2b6bba6da1ee9591439a744327ac6c273b5cc620db2488e
LEGACY_REVIEW,20260814-221919\greenlines_brain\kernel.py,Cognitive/brain capability,greenlines_brain/kernel.py,NONE,ACTIVE_EQUIVALENT,NORMAL,MERGED,AST proof: donor-only symbols=0; canonical adds DecisionStatus/find_evidence where applicable.,d3e08d84c5b26b8a2c74bffb216a6fb5e15603520244999017c04c21ea2ec46e
LEGACY_REVIEW,20260814-221919\greenlines_brain\ontology.py,Cognitive/brain capability,greenlines_brain\ontology.py,NONE,NONE,NORMAL,PROVEN_DUPLICATE,Exact SHA-256 duplicate already retained in canonical/estate.,b5dc6f528ca71d7bd48811db142efa47c1fcbbe8b2b7efae0329e53afc73c5be
LEGACY_REVIEW,20260814-221919\guardrails\taxonomy.json,Structured state/data/report material,guardrails\taxonomy.json|archive\duplicates\taxonomy.json,NONE,NONE,NORMAL,PROVEN_DUPLICATE,Exact SHA-256 duplicate already retained in canonical/estate.,9e0ffb1d2fcda41af7940d194d3b1e4935d911464afe753b1c74027766a45f04
LEGACY_REVIEW,20260814-221919\intelligence\analytics-validation-report.json,Intelligence/governance capability,intelligence\analytics-validation-report.json|archive\derived-report-preservation\2026-08-13_192255\intelligence\analytics-validation-report.json,NONE,NONE,NORMAL,PROVEN_DUPLICATE,Exact SHA-256 duplicate already retained in canonical/estate.,de88161f040479f10509b72ae3849efdef4809f1162e130c40f4633a16e10992
LEGACY_REVIEW,20260814-221919\intelligence\archive-intelligence-report.json,Intelligence/governance capability,intelligence\archive-intelligence-report.json|archive\derived-report-preservation\2026-08-13_192255\intelligence\archive-intelligence-report.json,NONE,NONE,NORMAL,PROVEN_DUPLICATE,Exact SHA-256 duplicate already retained in canonical/estate.,17f2b2bb48e4a14b554dd5c9fb53d9a0f26aa11735e06d37ca6bf8aaa9b785c2
LEGACY_REVIEW,20260814-221919\intelligence\asset_classification_report_v3.json,Intelligence/governance capability,intelligence\asset_classification_report_v3.json|archive\derived-report-preservation\2026-08-13_192255\intelligence\asset_classification_report_v3.json,NONE,NONE,NORMAL,PROVEN_DUPLICATE,Exact SHA-256 duplicate already retained in canonical/estate.,e8bcca4bb176c0b10f6a9f8be9cd8d901fd5765e589a8266a19cbd8acebd31f6
LEGACY_REVIEW,20260814-221919\intelligence\ast_enriched_findings.json,Intelligence/governance capability,intelligence\ast_enriched_findings.json,NONE,NONE,NORMAL,PROVEN_DUPLICATE,Exact SHA-256 duplicate already retained in canonical/estate.,f8c8832e666b997e6b57f21816902748efbf78a9e54b63bf7dda2fd4010d56e0
LEGACY_REVIEW,20260814-221919\intelligence\ast_enriched_findings_v2.json,Intelligence/governance capability,intelligence\ast_enriched_findings_v2.json,NONE,NONE,NORMAL,PROVEN_DUPLICATE,Exact SHA-256 duplicate already retained in canonical/estate.,6e209b3dad88bd8af30236981e588f4876a271e99afde2a49761a775df9588e8
LEGACY_REVIEW,20260814-221919\intelligence\ast_extraction_audit_report.json,Intelligence/governance capability,intelligence\ast_extraction_audit_report.json|archive\derived-report-preservation\2026-08-13_192255\intelligence\ast_extraction_audit_report.json,NONE,NONE,NORMAL,PROVEN_DUPLICATE,Exact SHA-256 duplicate already retained in canonical/estate.,7639ee0c922ee7d83462d1135040b283117897fbd1e6c7fc4349e6f9890bd868
LEGACY_REVIEW,20260814-221919\intelligence\ast_raw_findings_report.json,Intelligence/governance capability,intelligence\ast_raw_findings_report.json|archive\derived-report-preservation\2026-08-13_192255\intelligence\ast_raw_findings_report.json,NONE,NONE,NORMAL,PROVEN_DUPLICATE,Exact SHA-256 duplicate already retained in canonical/estate.,abcae14e3a87386923492cdc34125820577503b3be1f3fc07573a774f1048ccd
LEGACY_REVIEW,20260814-221919\intelligence\brain_intelligence_audit_v2.json,Cognitive/brain capability,intelligence\brain_intelligence_audit_v2.json|archive\derived-report-preservation\2026-08-13_192255\intelligence\brain_intelligence_audit_v2.json,NONE,NONE,NORMAL,PROVEN_DUPLICATE,Exact SHA-256 duplicate already retained in canonical/estate.,ef58656b8136a05de8820cabd7a71522f3e16a1de19caa8ade7ad8602ce0e9e9
LEGACY_REVIEW,20260814-221919\intelligence\brain_intelligence_audit_v2_final.json,Cognitive/brain capability,intelligence\brain_intelligence_audit_v2_final.json|archive\derived-report-preservation\2026-08-13_192255\intelligence\brain_intelligence_audit_v2_final.json,NONE,NONE,NORMAL,PROVEN_DUPLICATE,Exact SHA-256 duplicate already retained in canonical/estate.,b676e5bde3836ad355f8d2254a5243ec3d5622d2cf6798b37c6d26fa0c545003
LEGACY_REVIEW,20260814-221919\intelligence\certificate-validation-report.json,Intelligence/governance capability,intelligence\certificate-validation-report.json|archive\derived-report-preservation\2026-08-13_192255\intelligence\certificate-validation-report.json,NONE,NONE,NORMAL,PROVEN_DUPLICATE,Exact SHA-256 duplicate already retained in canonical/estate.,a69580412b907dc375a097c2c494e035067f59aeb85649387260db41c7023316
LEGACY_REVIEW,20260814-221919\intelligence\cleanup_report.json,Intelligence/governance capability,intelligence\cleanup_report.json|archive\derived-report-preservation\2026-08-13_192255\intelligence\cleanup_report.json,NONE,NONE,NORMAL,PROVEN_DUPLICATE,Exact SHA-256 duplicate already retained in canonical/estate.,eb46aa007c956d30cd2c63b1abde86560ec0cf4ffe19c8a6b4fa9e4ff0ce0dd1
LEGACY_REVIEW,20260814-221919\intelligence\comprehensive_report.json,Intelligence/governance capability,intelligence\comprehensive_report.json|archive\derived-report-preservation\2026-08-13_192255\intelligence\comprehensive_report.json,NONE,NONE,NORMAL,PROVEN_DUPLICATE,Exact SHA-256 duplicate already retained in canonical/estate.,cd829fb597c4c4784d1b8a6747825ea4ff64dbca0ad141b34a5d16ea109b0646
LEGACY_REVIEW,20260814-221919\intelligence\comprehensive_report.md,Intelligence/governance capability,intelligence\comprehensive_report.md|archive\derived-report-preservation\2026-08-13_192255\intelligence\comprehensive_report.md,NONE,NONE,NORMAL,PROVEN_DUPLICATE,Exact SHA-256 duplicate already retained in canonical/estate.,48fb08f036060bfb0d6a4edaca7f9809cd71737020f65171ded8c63fe70f9aae
LEGACY_REVIEW,20260814-221919\intelligence\crm-validation-report.json,Intelligence/governance capability,intelligence\crm-validation-report.json|archive\derived-report-preservation\2026-08-13_192255\intelligence\crm-validation-report.json,NONE,NONE,NORMAL,PROVEN_DUPLICATE,Exact SHA-256 duplicate already retained in canonical/estate.,7042d22511dbc676f63f24bbc0efe0565fbecae40282f7c2fab292388159844a
LEGACY_REVIEW,20260814-221919\intelligence\customer-validation-report.json,Intelligence/governance capability,intelligence\customer-validation-report.json|archive\derived-report-preservation\2026-08-13_192255\intelligence\customer-validation-report.json,NONE,NONE,NORMAL,PROVEN_DUPLICATE,Exact SHA-256 duplicate already retained in canonical/estate.,dcdcab13ddc4048139d6d2220b2b92a93dd8d48e178b992d10295ebd70ec8230
LEGACY_REVIEW,20260814-221919\intelligence\deep_clean_report.json,Intelligence/governance capability,intelligence\deep_clean_report.json|archive\derived-report-preservation\2026-08-13_192255\intelligence\deep_clean_report.json,NONE,NONE,NORMAL,PROVEN_DUPLICATE,Exact SHA-256 duplicate already retained in canonical/estate.,e77eef24d7b033b0e44250bf10b7f3c21d8706268f7dbaa116ce70da24d32d95
LEGACY_REVIEW,20260814-221919\intelligence\deep_packaging_audit_report.json,Intelligence/governance capability,intelligence\deep_packaging_audit_report.json|archive\derived-report-preservation\2026-08-13_192255\intelligence\deep_packaging_audit_report.json,NONE,NONE,NORMAL,PROVEN_DUPLICATE,Exact SHA-256 duplicate already retained in canonical/estate.,382f738f420d1b2a5afbb4851f12516e69acdf564020848ed8fb42de27421904
LEGACY_REVIEW,20260814-221919\intelligence\eos-domain-api-ownership.json,Intelligence/governance capability,intelligence\eos-domain-api-ownership.json,NONE,NONE,NORMAL,PROVEN_DUPLICATE,Exact SHA-256 duplicate already retained in canonical/estate.,6c5c10af7fb5143eca5298955496295381f2573523cce5c32cff5bfd884f12fa
LEGACY_REVIEW,20260814-221919\intelligence\eos-domain-connection-matrix.json,Intelligence/governance capability,intelligence\eos-domain-connection-matrix.json,NONE,NONE,NORMAL,PROVEN_DUPLICATE,Exact SHA-256 duplicate already retained in canonical/estate.,62beec7ea8eea1fb1af9cdc89b923dae8798f5b8d1018b63542103e011fb043c
LEGACY_REVIEW,20260814-221919\intelligence\eos-domain-runtime-ownership-map.json,Intelligence/governance capability,intelligence\eos-domain-runtime-ownership-map.json,NONE,NONE,NORMAL,PROVEN_DUPLICATE,Exact SHA-256 duplicate already retained in canonical/estate.,c2d4b999a7bbb5203acf37a31b11160ad36b5ddd02dc49544785d311e54497bc
LEGACY_REVIEW,20260814-221919\intelligence\eos-final-enterprise-blueprint-package-v1.json,Intelligence/governance capability,intelligence\eos-final-enterprise-blueprint-package-v1.json|archive\derived-report-preservation\2026-08-13_192255\intelligence\eos-final-enterprise-blueprint-package-v1.json,NONE,NONE,NORMAL,PROVEN_DUPLICATE,Exact SHA-256 duplicate already retained in canonical/estate.,6ac9c84a715e557dc76a485c9e76729921d4483cfd04378da5e6ccac9987ea94
LEGACY_REVIEW,20260814-221919\intelligence\finance-validation-report.json,Intelligence/governance capability,intelligence\finance-validation-report.json|archive\derived-report-preservation\2026-08-13_192255\intelligence\finance-validation-report.json,NONE,NONE,NORMAL,PROVEN_DUPLICATE,Exact SHA-256 duplicate already retained in canonical/estate.,78b2a419894f0c04460ea80ca83ce1e11352cabc53c7a057d57c7161cdd5013b
